학교ID,학교명,학교급구분,설립일자_x,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드_x,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명,시도교육청코드_y,행정표준코드,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자_y,개교기념일,수정일자,급식메뉴
B000008130,영락중학교,중학교,1952-06-10,사립,본교,운영,서울특별시 은평구 응암동 226-13,서울특별시 은평구 백련산로 134-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.5969603,126.9251334,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7031208,Youngnak Middle School,중학교,서울특별시,서울특별시서부교육지원청,사립,3475.0,서울특별시 은평구 백련산로 134-6,/ 영락중학교 (응암동),02-388-4033,http://yn.sen.ms.kr,남여공학,02-388-5497,  ,N,일반계,,전기,주간,19520610,19520610,20230615,타지역메뉴정보없음
B000011172,개운중학교,중학교,1953-11-24,사립,본교,운영,경상남도 양산시 삼호동 747,경상남도 양산시 서창로 144,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2023-11-15,35.41239092,129.1699843,2024-03-22,C738100,청주대학교 지방교육재정연구원,S10,9151048,,중학교,경상남도,양산교육지원청,사립,50530.0,경상남도 양산시 서창로 144,/ 개운중학교 (삼호동/ 효암고등학교/개운중학교),055-366-5252,http://gaeun-m.gne.go.kr,남여공학,055-366-5255,  ,N,해당없음,,전기,주간,19531124,19531124,20230615,타지역메뉴정보없음
B000011919,경신고등학교,고등학교,1885-05-09,사립,본교,운영,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.59222582,126.999531,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7010125,Kyungshin High School,고등학교,서울특별시,서울특별시교육청,사립,3067.0,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),02-762-0393,http://kyungshin.hs.kr,남,02-762-0387,일반고,N,일반계,,후기,주간,18850509,18850509,20230615,타지역메뉴정보없음
B000008214,노일중학교,중학교,1995-03-01,공립,본교,운영,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67260103,127.0535508,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7051178,Noil Middle School,중학교,서울특별시,서울특별시북부교육지원청,공립,1613.0,서울특별시 노원구 동일로231길 24,/ 노일중학교 (상계동),02-3391-0092,http://noil.sen.ms.kr,남여공학,02-938-9951,,N,일반계,,전기,주간,19950301,19950504,20230615,타지역메뉴정보없음
B000006981,산대초등학교,초등학교,1997-03-01,공립,본교,운영,경상북도 경주시 안강읍 산대리 2387,경상북도 경주시 안강읍 구부랑길 54-5,8750000,경상북도교육청,8771000,경상북도경주교육지원청,2013-11-29,2023-11-15,36.00308319,129.1977363,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8771084,Sandae Elementary School,초등학교,경상북도,경상북도경주교육지원청,공립,38011.0,경상북도 경주시 안강읍 구부랑길 54-5,(안강읍/ 산대초등학교),054-761-0400,http://school.gyo6.net/sandaees/,남여공학,054-761-0403,,N,일반계,,전기,주간,19970301,19970429,20230615,타지역메뉴정보없음
B000030303,훈민초등학교,초등학교,2020-03-01,공립,본교,운영,경기도 의정부시 고산동 80-2,경기도 의정부시 훈민로 14,7530000,경기도교육청,7561000,경기도의정부교육지원청,2013-11-29,2023-11-15,37.73875652,127.1147618,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7561135,Hunmin Elementary School,초등학교,경기도,경기도의정부교육지원청,공립,11801.0,경기도 의정부시 훈민로 14,", 훈민초등학교 (고산동)",031-820-9900,https://hunmin-e.goeujb.kr,남여공학,031-820-9988,,N,,,전기,주간,20200301,20200301,20230615,타지역메뉴정보없음
B000006014,전주인봉초등학교,초등학교,2001-03-01,공립,본교,운영,전북특별자치도 전주시 덕진구 인후동1가 917,전북특별자치도 전주시 덕진구 무삼지로 7,8321000,전북특별자치도교육청,8332000,전북특별자치도전주교육지원청,2013-11-29,2023-11-15,35.82691771,127.1650204,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8332145,Jeonju Inbong Elementary School,초등학교,전북특별자치도,전북특별자치도전주교육지원청,공립,55024.0,전북특별자치도 전주시 덕진구 무삼지로 7,전주인봉초등학교,063-240-1908,http://www.inbong.es.kr,남여공학,063-243-2708,  ,N,해당없음,,전기,주간,20010301,20010301,20230615,타지역메뉴정보없음
B000006196,사매초등학교,초등학교,1921-07-07,공립,본교,운영,전북특별자치도 남원시 사매면 오신리 618,전북특별자치도 남원시 사매면 오신2길 7번지,8321000,전북특별자치도교육청,8372000,전북특별자치도남원교육지원청,2013-11-29,2023-11-15,35.49953263,127.3604016,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8372049,Sa-mae Elementary School,초등학교,전북특별자치도,전북특별자치도남원교육지원청,공립,55702.0,전북특별자치도 남원시 사매면 오신2길 7번지,사매초등학교,063-634-8008,https://school.jbedu.kr/samae,남여공학,063-631-4723,  ,N,해당없음,,전기,주간,19210707,19210707,20230615,타지역메뉴정보없음
B000012368,대전구봉고등학교,고등학교,2004-03-03,공립,본교,운영,대전광역시 서구 관저동 1155,대전광역시 서구 관저서로 36,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2023-11-15,36.29557493,127.3310026,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7430150,Daejeon Gubong High School,고등학교,대전광역시,대전광역시교육청,공립,35376.0,대전광역시 서구 관저서로 36,/ 대전구봉고등학교 (관저동),042-540-3700,http://gubonghs.djsch.kr/,남여공학,042-540-3799,일반고,N,일반계,,후기,주간,20040301,20040406,20230702,타지역메뉴정보없음
B000010687,양학중학교,중학교,1992-03-05,공립,본교,운영,경상북도 포항시 북구 득량동 205-6,경상북도 포항시 북구 이동로 63,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2023-11-15,36.03347484,129.3418898,2024-03-22,C738100,청주대학교 지방교육재정연구원,R10,8761193,Yanghak Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37690.0,경상북도 포항시 북구 이동로 63,(득량동/ 양학중학교),054-282-7043,http://school.gyo6.net/yanghakms,남여공학,054-273-3930,  ,N,일반계,,전기,주간,19910228,19910228,20230615,타지역메뉴정보없음
B000002904,대구덕인초등학교,초등학교,1989-11-01,공립,본교,운영,대구광역시 달서구 본리동 407-1,대구광역시 달서구 대명천로43길 66,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2023-11-15,35.83856871,128.5344725,2024-03-22,C738100,청주대학교 지방교육재정연구원,D10,7271074,Daegu Dukin Primary School,초등학교,대구광역시,대구광역시남부교육지원청,공립,42694.0,대구광역시 달서구 대명천로43길 66,대구덕인초등학교,053-234-2274,http://www.dukin.dge.es.kr,남여공학,053-557-9781,,N,일반계,,전기,주간,19890607,19891101,20230629,타지역메뉴정보없음
B000012937,금산여자고등학교,고등학교,1957-03-14,공립,본교,운영,충청남도 금산군 금산읍 아인리 9-1,충청남도 금산군 금산읍 인삼로 21,8140000,충청남도교육청,8201000,충청남도금산교육지원청,2013-11-29,2023-11-15,36.10475789,127.4834553,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8140039,Gumsan Girls High School,고등학교,충청남도,충청남도교육청,공립,32737.0,충청남도 금산군 금산읍 인삼로 21,(금산읍/ 금산여자고등학교),041-753-6201,http://www.geumsan-g.cnehs.kr,여,041-753-6205,일반고,N,일반계,,전기,주간,19570314,19570314,20230615,타지역메뉴정보없음
B000005600,탄천초등학교,초등학교,1929-04-01,공립,본교,운영,충청남도 공주시 탄천면 삼각리 458-1,충청남도 공주시 탄천면 통산로 168,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2023-11-15,36.33045395,127.0319922,2024-03-22,C738100,청주대학교 지방교육재정연구원,N10,8161052,Tancheon Elementary School,초등학교,충청남도,충청남도공주교육지원청,공립,32609.0,충청남도 공주시 탄천면 통산로 168,/ 탄천초등학교 (탄천면/ 탄천초등학교/ 탄천중학교),041-854-1625,http://www.tc.cnems.kr,남여공학,041-854-5161,  ,N,해당없음,,전기,주간,19290330,19290330,20230615,타지역메뉴정보없음
B000012799,도계고등학교,고등학교,1966-12-30,공립,본교,운영,강원특별자치도 삼척시 도계읍 도계리 192-1 번지,강원특별자치도 삼척시 도계읍 도계느티로 69,7801000,강원특별자치도교육청,7872000,강원특별자치도삼척교육지원청,2013-11-29,2023-11-15,37.2295502,129.0534881,2024-03-22,C738100,청주대학교 지방교육재정연구원,K10,7801120,Dogye High School,고등학교,강원특별자치도,강원특별자치도교육청,공립,25948.0,강원도 삼척시 도계읍 도계느티로 69,"(도계읍,도계고등학교)",033-540-0895,http://dogye.gwe.hs.kr/,남여공학,033-541-5222,일반고,N,일반계,,전기,주간,19661228,19670411,20230913,타지역메뉴정보없음
B000012724,문산고등학교,고등학교,1961-02-28,공립,본교,운영,경기도 파주시 문산읍 당동리 149,경기도 파주시 문산읍 당동1로 22,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2023-11-15,37.86299886,126.7757779,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7530065,Munsan High School,고등학교,경기도,경기도교육청,공립,10819.0,경기도 파주시 문산읍 당동1로 22,/ 문산고등학교 (문산읍),031-950-9600,munsan.hs.kr,남여공학,031-953-5149,일반고,N,일반계,,후기,주간,19610228,19610410,20230615,타지역메뉴정보없음
B000006056,옥구초등학교,초등학교,1906-04-01,공립,본교,운영,전북특별자치도 군산시 옥구읍 선제리 468,전북특별자치도 군산시 옥구읍 옥구로 50,8321000,전북특별자치도교육청,8342000,전북특별자치도군산교육지원청,2013-11-29,2023-11-15,35.9224527,126.6801779,2024-03-22,C738100,청주대학교 지방교육재정연구원,P10,8342104,Ok-gu Elementary School,초등학교,전북특별자치도,전북특별자치도군산교육지원청,공립,54172.0,전북특별자치도 군산시 옥구읍 옥구로 50,옥구초등학교,063-464-9596,www.okgu.es.kr,남여공학,063-464-9594,  ,N,해당없음,,전기,주간,19110901,19110901,20230615,타지역메뉴정보없음
B000008413,경수중학교,중학교,1981-05-04,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53950904,127.0592712,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7134120,Gyeongsu Middle School,중학교,서울특별시,서울특별시성동광진교육지원청,공립,4785.0,서울특별시 성동구 뚝섬로13길 14,(성수동2가),02-464-0675,http://www.gsu.ms.kr,남여공학,02-497-0296,,N,일반계,,전기,주간,19801227,19810504,20230615,타지역메뉴정보없음
B000024185,배곧해솔중학교,중학교,2019-09-01,공립,본교,운영,경기도 시흥시 정왕동 2561,경기도 시흥시 서울대학로 150-23,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2023-11-15,37.35986042,126.7174306,2024-03-22,C738100,청주대학교 지방교육재정연구원,J10,7781160,Bae Got Haesol Middle School,중학교,경기도,경기도시흥교육지원청,공립,15011.0,경기도 시흥시 서울대학로 150-23,(정왕동),031-8063-1800,http://bg-haesol.ms.kr/,남여공학,031-8063-1890,,N,,,전기,주간,20190901,20190901,20230615,타지역메뉴정보없음
B000003372,대전글꽃초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 중구 문화동 1-258,대전광역시 중구 계룡로918번길 97,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2023-11-15,36.31904357,127.4103558,2024-03-22,C738100,청주대학교 지방교육재정연구원,G10,7441050,Daejeon Geulggot Elementary School,초등학교,대전광역시,대전광역시동부교육지원청,공립,34957.0,대전광역시 중구 계룡로918번길 97,/ 글꽃초등학교 (문화동/ 대전글꽃초등학교),042-250-4800,http://gkes.djsch.kr,남여공학,042-251-8216,  ,N,해당없음,,전기,주간,20070301,20070301,20230615,타지역메뉴정보없음
B000002164,서울강일초등학교,초등학교,1994-03-01,공립,본교,운영,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.56525568,127.1772858,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7130108,Seoul Gangil Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,5213.0,서울특별시 강동구 아리수로98길 24,/ 서울강일초등학교 (강일동),02-3426-6472,http://gangil.es.kr,남여공학,02-3426-6451,,N,일반계,,전기,주간,19930720,20090901,20230615,타지역메뉴정보없음
B000002379,서울양남초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 692,서울특별시 광진구 뚝섬로64길 71,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53112324,127.0892343,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7134101,Seoul Yangnam Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,5114.0,서울특별시 광진구 뚝섬로64길 71,/ (자양동/ 서울양남초등학교) ,02-452-8189,http://s-yangnam.sen.es.kr,남여공학,02-454-3690,,N,일반계,,전기,주간,19831203,19840516,20230615,타지역메뉴정보없음
B000012052,서울고등학교,고등학교,1946-03-05,공립,본교,운영,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.48429306,127.0049019,2024-03-22,C738100,청주대학교 지방교육재정연구원,B10,7010083,Seoul High School,고등학교,서울특별시,서울특별시교육청,공립,6669.0,서울특별시 서초구 효령로 197,(서초동/서울고등학교),02-582-8151,http://seoul.sen.hs.kr,남,02-587-3933,일반고,N,일반계,,후기,주간,19460201,19460201,20230615,타지역메뉴정보없음
